SrcDatabase-来源数据库	Title-篇名	Author-作者	Organ-单位	Source-文献来源	Keyword-关键词	Summary-摘要	PubTime-发表时间	Year-年	Period-期	URL-网址	DOI-DOI
CJFD2019	基于分级诊疗的肝病专科医联体建设实践与反思	杨世达;柯坤宇;刘宝荣;邓清文;刘文彬;	福建医科大学孟超肝胆医院;福建医科大学公共卫生学院;	卫生经济研究	分级诊疗;;医联体;;肝病专科	"以福建省肝病专科医联体建设为例,归纳具体实践措施,总结主要成效,从强化基层医疗机构相关专业科室建设、制订特定病种分级诊疗临床标准、发挥互联网技术和大数据平台支撑作用、完善医保政策的引导作用等方面,提出推进专科医联体建设的对策建议。"	2019-01-07 14:31	2019	01	https://kns.cnki.net/kcms/detail/33.1056.F.20190105.1121.038.html	10.14055/j.cnki.33-1056/f.2019.01.019
CJFD2019	再论医保在医改中的基础性作用——基于分级诊疗的视角	吕国营;周万里;	中南财经政法大学;	中国医疗保险	医保;;医改;;分级诊疗	"本文从分级诊疗的视角,讨论""三医联动""中医保和医疗的关系。第一,医保能否引导患者基层首诊,取决于医生资源在各级医疗机构之间配置是否均衡,事实上,我国各级医疗机构资源配置严重不均衡,这就导致医保通过向基层倾斜难以引导患者基层首诊。第二,医保能否引导医生向基层下沉,取决于医生是否能够自由流动,公立医院的行政化属性和编制,严重阻碍了医生的自由流动。第三,医保通过支付方式改革,只能推动医院加强内部管理,而不能推动医疗卫生体制改革,不能推动""政事分开、管办分开"",不能推动公立医院去编制、去行政化,因此,无力推动医生自由流动。"	2019-01-05	2019	01		10.19546/j.issn.1674-3830.2019.1.008
CJFD2019	紧密型医联体为群众健康保驾护航	吴捷;	青海省卫生健康委员会;	中国卫生	医联体;紧密型;分级诊疗;	"青海省西宁市自2010年被列为全国首批17个医改试点城市以来,全面推进公立医院人事分配、支付制度、药品采购、监管机制、分级诊疗等综合改革,取得了明显的阶段性成效。在纵深推进综合医改的过程中,优质医疗资源分布不均、基层诊疗能力提升不快、群众信任度不高、医护人员激励不显等问题依然影响着改革的成效。为此,自2012年起,西宁市成立了以西宁市第一人民医院、市第二人民医院、市第三人民医院"	2019-01-05	2019	01		10.15973/j.cnki.cn11-3708/d.2019.01.018
CJFD2019	整合型医疗服务体系什么样	姚常房;孙梦;	中国卫生	中国卫生	整合型医疗服务体系;以人为本;医疗卫生服务体系;县域医共体;	"按世界卫生组织的定义,整合型医疗服务体系就是根据人们不同生命阶段的需要,卫生体系内不同层级机构通过协作进行健康促进、疾病预防、诊断、治疗、康复和管理等连续性服务的提供和管理,其核心理念在于以人为本,实现医疗卫生服务的整合。2018年8月,国务院发布的《深化医改2018下半年重点工作任务》中明确提出建立优质高效的医疗卫生服务体系,研究提出整合"	2019-01-05	2019	01		10.15973/j.cnki.cn11-3708/d.2019.01.048
CJFD2019	全科统筹门诊在分级诊疗中的实践与效果研究	冯伟;王卫忠;辛文琳;	上海市浦东新区惠南社区卫生服务中心;复旦大学附属浦东医院;	中国全科医学	全科医生;;分级诊疗;;全科统筹门诊;;上海	"建立分级诊疗制度,是合理配置医疗资源、促进基本医疗卫生服务均等化的重要举措,是深化医药卫生体制改革、建立中国特色基本医疗卫生制度的重要内容。全科医生是居民健康的""守门人"",也是分级诊疗过程的直接参与者。为进一步深化社区医疗卫生改革,构建合理有序的分级诊疗制度,上海市浦东医院联合多家社区卫生服务中心在辖区医疗联合体(医联体)内率先启动了以全科医生为核心的全科统筹门诊,并对这一模式进行了实践和探索。本文总结了该模式的特点,分析了实施过程中的优势和不足,并提供可行性建议,以期为医联体内畅通双向转诊、落实分级诊疗,从而引导患者有序就诊、合理分配医疗资源提供参考。"	2019-01-05	2019	01		
CJFD2019	北京市医药分开综合改革后社区门诊患者的就医行为及影响因素研究	戴云鹤;王涛;俞红霞;卜晓仙;	北京大学公共卫生学院;北京燕化医院;	中国全科医学	医药分开综合改革;;门诊病人;;就医行为;;分级诊疗;;社区卫生服务;;影响因素分析;;北京	"背景2017-04-08北京市正式实施新医改,不同级别医疗机构医事服务费适当拉开价格差距,目的是实现利用价格杠杆引导患者合理分级诊疗,但是尚未有研究从需方的角度分析北京市新医改对患者就医行为的影响。目的了解北京市医药分开综合改革后社区门诊患者的就医行为变化及其影响因素,评价医药分开综合改革促进分级诊疗的效果。方法采用典型调查方法,对2017-11-20至2017-12-05在燕山地区7个社区卫生服务中心(站)就医的2 100例门诊患者进行问卷调查,调查内容包括社会人口学特征、医药分开综合改革后就医行为变化、政策及服务知晓情况等。结果调查回收有效问卷2 077份,问卷回收有效率为98.90%。医药分开综合改革前后社区门诊患者预期首诊机构和预期慢性病复诊机构的差异具有统计学意义(χ~2=74.349,P<0.05);家庭月总收入、是否患慢性病、社区卫生服务项目了解程度是患者医药分开综合改革后从区三级医院下沉到社区慢性病复诊的影响因素(P"	2019-01-05	2019	01		
CJFD2019	以腰痛为表现的未分化疾病的基层临床路径	朱晓丹;李琰华;李俊伟;	浙江中医药大学第二临床医学院;浙江中医药大学附属第二医院全科医学科;	中国全科医学	腰痛;;未分化疾病;;临床路径;;双向转诊	"未分化疾病是指医学上无法解释的躯体症状或指疾病早期尚未明确归属于某一系统的疾病,腰痛作为常见的未分化疾病,具有高患病率、高复发率及高医疗支出等特点,且其涉及的相关疾病的种类较多,严重影响人们的生活质量,也给家庭和社会带来巨大的经济负担。本文通过检索中国知网、万方数据知识服务平台、PubMed、Web of Science等数据库中与腰痛相关的国内外文献、临床指南及专家共识等,从全科医生的视角,介绍腰痛的分类、诊断、管理等,探讨并尝试建立适用于全科医生的腰痛临床路径,旨在为全科医生提供清晰的腰痛管理思路,同时优化腰痛患者的管理,促进实现分级诊疗、双向转诊的有效开展。"	2019-01-05	2019	01		
CJFD2019	四川石棉 综合医改破解四难题	范川;	中国卫生	中国卫生	县级公立医院;医疗卫生服务体系;县域医共体;	"四川省雅安市石棉县以信息化建设为核心,以医联体模式为纽带,着力破解""信息孤岛、服务阻滞、管理瓶颈、保障不足""四大难题,探索独具边远山区特色的县级综合医改模式,基本实现""群众享实惠、医院得发展、政府更放心""三者共赢的改革目标。构建人口健康信息平台,实现医疗业务数据和公共卫生数据的实时动态可查询,实现居民健康管理在临床医疗和公共卫生服务之间的无缝对接。同时,通过自然就医不断完善个人健康档案,"	2019-01-05	2019	01		10.15973/j.cnki.cn11-3708/d.2019.01.022
CJFD2019	云南云县 创新县域医共体管理模式	刘毅鹏;徐晓峰;	中国卫生	中国卫生	县域医共体;医疗卫生工作;乡镇卫生院;医疗卫生资源;	"云南省临沧市云县以县级公立医院综合改革为载体,以紧密型县乡村医疗卫生服务一体化管理,县域医疗卫生共同体建设为突破口,进一步促进医疗卫生重点工作下移、医疗卫生资源下沉和上下联动,建立起责权一致的引导机制,使优势资源利用达到最大化,进一步激活辖区医疗卫生资源,激发全要素活力,使全县各医疗卫生机构成为服务、责任、利益、管理共同体,区域内医疗资源有效共享,基层医疗服务能力明显提升。为使医共体运行畅顺,云县着力建"	2019-01-05	2019	01		10.15973/j.cnki.cn11-3708/d.2019.01.024
CJFD2019	包头医学院第二附属医院 改革发展为百姓添福祉	赵亚民;解俊杰;	中国卫生	中国卫生	包头医学院第二附属医院;医疗集团;医疗联合体;分级诊疗;医联体;临床医学研究;看病难;	"习近平总书记在全国卫生与健康大会上强调,""把人民健康放在优先发展战略地位;努力全方位全周期保障人民健康""。如今,包头医学院第二附属医院全体医护人员正在一步一个脚印践行习总书记的要求,护佑一方百姓健康。践行医改推进医疗集团建设包头医学院第二附属医院从2016年开始探索医疗联合体发展路径,全力推动分级诊疗工作向纵深发展,着力提升医疗救治水平。目前,共有56家医疗机构加入包"	2019-01-05	2019	01		10.15973/j.cnki.cn11-3708/d.2019.01.057
CJFD2019	"医改进行时——推进分级诊疗建设,构建上下贯通的药学服务体系"	本刊编辑部;	中国全科医学	中国全科医学	分级诊疗;医疗联合体;处方管理;	"目前我国社会主要矛盾已经转化为人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾。为适应我国社会主要矛盾的变化,落实党的十九大报告和《深化医药卫生体制改革2018年下半年重点工作任务》(国办发[2018]83号)等相关要求。2018-11-26国家卫生健康委和国家中医药管理局联合印发了《关于加快药学服务高质量发展的意见》(国卫医发[2018]45号,《意见》),要求将药学服务延伸至基层医疗卫生机构等。"	2019-01-05	2019	01		
CJFD2019	武汉市公立医院综合改革路径探析	方金鸣;刘毅俊;陈诗亮;代维;朱宏斌;金玲;董云萍;张万相;朱兢;张斌;沈汉斌;	武汉市第四医院·华中科技大学同济医学院附属普爱医院;华中科技大学同济医学院医药卫生管理学院;武汉市深化医药卫生体制改革领导小组办公室;武汉市金银潭医院;武汉市卫生和计划生育委员会;武汉市第五医院;	中国医院管理	公立医院;;改革;;价格调整;;分级诊疗;;患者满意度	"武汉市结合实际情况对公立医院改革进行了探索,通过高位推动改革进程、分次分批推进改革、动态调整医疗服务价格、落实政府投入责任、规划引领医疗布局、优化分级诊疗和医联体工作、斩断虚高的药品耗材价格、组建医院管理中心筹备专班,实现了医疗服务能力提升、医疗费用控制、患者就医满意度提高、公立医院能够自我补偿。结果表明,""试点先行、逐步推开"",有效地保证了改革的平稳性,是一种较为有效的改革方式。"	2019-01-05	2019	01		
